c_teacher,e_teacher
0.44672936,0.49571633
0.36064297,0.6420278
0.49677268,0.7226738
0.44672936,0.49571633
0.53010875,0.6186919
0.56459105,0.6914733
0.54086506,0.48747998
0.7051613,0.44498327
0.47020754,0.47572955
0.52287024,0.48003006
0.4585506,0.6688392
0.8063879,0.3894438
0.56459105,0.6914733
0.5098089,0.7690961
0.70558447,0.5478535
0.6657439,0.43886548
0.53010875,0.6186919
0.38622865,0.644231
0.4621409,0.5443052
0.84212583,0.5513496
0.58396935,0.44741803
0.8063879,0.3894438
0.6665131,0.43611565
0.5276041,0.46381876
0.46949834,0.4626043
0.8672306,0.5007056
0.4617508,0.5964406
0.9235805,0.5036563
0.52287024,0.48003006
0.6004482,0.56901413
0.36064297,0.6420278
0.45813328,0.36163202
0.4617508,0.5964406
0.36064297,0.6420278
0.49677268,0.7226738
0.8463717,0.4245913
0.38413933,0.6797717
0.70558447,0.5478535
0.4617508,0.5964406
0.44672936,0.49571633
0.52287024,0.48003006
0.6004482,0.56901413
0.61985266,0.3519481
0.36064297,0.6420278
0.61985266,0.3519481
0.73792326,0.5004461
0.390919,0.6805619
0.6657439,0.43886548
0.39063528,0.77292305
0.7051613,0.44498327
0.479867,0.39727905
0.73792326,0.5004461
0.38622865,0.644231
0.75467473,0.4200373
0.7051613,0.44498327
0.9235805,0.5036563
0.35193986,0.54967374
0.36387026,0.6372888
0.70558447,0.5478535
0.36387026,0.6372888
0.5072002,0.5598126
0.50227374,0.5936213
0.73792326,0.5004461
0.8063879,0.3894438
0.54086506,0.48747998
0.5276041,0.46381876
0.4585506,0.6688392
0.36064297,0.6420278
0.8672306,0.5007056
0.8063879,0.3894438
0.53010875,0.6186919
0.5098089,0.7690961
0.6657439,0.43886548
0.5266947,0.7326137
0.53010875,0.6186919
0.36064297,0.6420278
0.44672936,0.49571633
0.83654296,0.4395703
0.8672306,0.5007056
0.58396935,0.44741803
0.51277894,0.4419649
0.7051613,0.44498327
0.38622865,0.644231
0.390919,0.6805619
0.4621409,0.5443052
0.7731953,0.6203588
0.45950538,0.5311015
0.40746224,0.36266133
0.46949834,0.4626043
0.49140772,0.55746734
0.8063879,0.3894438
0.49140772,0.55746734
0.73792326,0.5004461
0.70558447,0.5478535
0.42554867,0.4835569
0.61985266,0.3519481
0.56340104,0.36234128
0.36064297,0.6420278
0.390919,0.6805619
0.5089078,0.5201715
0.46949834,0.4626043
0.5266947,0.7326137
0.70558447,0.5478535
0.36064297,0.6420278
0.390919,0.6805619
0.50227374,0.5936213
0.39063528,0.77292305
0.8672306,0.5007056
0.5089078,0.5201715
0.479867,0.39727905
0.46949834,0.4626043
0.6004482,0.56901413
0.5664306,0.5765854
0.5276041,0.46381876
0.4585506,0.6688392
0.5089078,0.5201715
0.4585506,0.6688392
0.36064297,0.6420278
0.38622865,0.644231
0.5266947,0.7326137
0.45950538,0.5311015
0.5072002,0.5598126
0.51277894,0.4419649
0.6933437,0.5446654
0.36387026,0.6372888
0.75467473,0.4200373
0.49140772,0.55746734
0.45813328,0.36163202
0.39063528,0.77292305
0.42554867,0.4835569
0.46949834,0.4626043
0.75467473,0.4200373
0.36387026,0.6372888
0.7731953,0.6203588
0.9235805,0.5036563
0.36064297,0.6420278
0.4617508,0.5964406
0.44672936,0.49571633
0.4617508,0.5964406
0.58396935,0.44741803
0.44201326,0.4318599
0.73792326,0.5004461
0.49677268,0.7226738
0.5266947,0.7326137
0.38622865,0.644231
0.45813328,0.36163202
0.52287024,0.48003006
0.83654296,0.4395703
0.70558447,0.5478535
0.75467473,0.4200373
0.61985266,0.3519481
0.6834945,0.5254078
0.49140772,0.55746734
0.38622865,0.644231
0.54086506,0.48747998
0.6933437,0.5446654
0.9235805,0.5036563
0.44672936,0.49571633
0.38965455,0.41546106
0.50227374,0.5936213
0.8063879,0.3894438
0.4617508,0.5964406
0.4015293,0.49585646
0.6933437,0.5446654
0.70558447,0.5478535
0.44672936,0.49571633
0.49677268,0.7226738
0.47020754,0.47572955
0.46949834,0.4626043
0.56459105,0.6914733
0.5276041,0.46381876
0.6004482,0.56901413
0.36387026,0.6372888
0.36387026,0.6372888
0.49677268,0.7226738
0.6657439,0.43886548
0.51277894,0.4419649
0.4621409,0.5443052
0.46949834,0.4626043
0.6657439,0.43886548
0.49677268,0.7226738
0.50227374,0.5936213
0.70558447,0.5478535
0.6004482,0.56901413
0.8063879,0.3894438
0.50227374,0.5936213
0.61985266,0.3519481
0.6665131,0.43611565
0.46949834,0.4626043
0.4015293,0.49585646
0.46949834,0.4626043
0.58396935,0.44741803
0.4621409,0.5443052
0.8063879,0.3894438
0.54086506,0.48747998
0.36387026,0.6372888
0.45813328,0.36163202
0.84212583,0.5513496
0.44672936,0.49571633
0.7731953,0.6203588
0.9235805,0.5036563
0.38413933,0.6797717
0.4621409,0.5443052
0.609301,0.53992826
0.51277894,0.4419649
0.4015293,0.49585646
0.46949834,0.4626043
0.7731953,0.6203588
0.70558447,0.5478535
0.4621409,0.5443052
0.46949834,0.4626043
0.36064297,0.6420278
0.5072002,0.5598126
0.5224266,0.59677607
0.609301,0.53992826
0.73792326,0.5004461
0.56459105,0.6914733
0.75467473,0.4200373
0.6657439,0.43886548
0.49140772,0.55746734
0.38413933,0.6797717
0.36064297,0.6420278
0.58396935,0.44741803
0.84212583,0.5513496
0.609301,0.53992826
0.5664306,0.5765854
0.61985266,0.3519481
0.75467473,0.4200373
0.8463717,0.4245913
0.44201326,0.4318599
0.46949834,0.4626043
0.52287024,0.48003006
0.46949834,0.4626043
0.75467473,0.4200373
0.73792326,0.5004461
0.49140772,0.55746734
0.609301,0.53992826
0.38413933,0.6797717
0.47020754,0.47572955
0.5276041,0.46381876
0.46949834,0.4626043
0.84212583,0.5513496
0.50227374,0.5936213
0.6004482,0.56901413
0.50227374,0.5936213
0.8463717,0.4245913
0.51277894,0.4419649
0.84212583,0.5513496
0.36064297,0.6420278
0.6657439,0.43886548
0.52287024,0.48003006
0.49140772,0.55746734
0.61985266,0.3519481
0.7731953,0.6203588
0.49140772,0.55746734
0.73792326,0.5004461
0.38965455,0.41546106
0.6834945,0.5254078
0.5266947,0.7326137
0.50227374,0.5936213
0.38413933,0.6797717
0.5089078,0.5201715
0.46949834,0.4626043
0.70558447,0.5478535
0.51277894,0.4419649
0.50227374,0.5936213
0.609301,0.53992826
0.609301,0.53992826
0.38413933,0.6797717
0.36064297,0.6420278
0.38413933,0.6797717
0.8463717,0.4245913
0.44201326,0.4318599
0.5072002,0.5598126
0.4617508,0.5964406
0.83654296,0.4395703
0.5072002,0.5598126
0.6933437,0.5446654
0.5098089,0.7690961
0.8063879,0.3894438
0.56459105,0.6914733
0.56459105,0.6914733
0.479867,0.39727905
0.5266947,0.7326137
0.58396935,0.44741803
0.4648524,0.5414322
0.35193986,0.54967374
0.58396935,0.44741803
0.47020754,0.47572955
0.9235805,0.5036563
0.49677268,0.7226738
0.5224266,0.59677607
0.9235805,0.5036563
0.56340104,0.36234128
0.4585506,0.6688392
0.5098089,0.7690961
0.73792326,0.5004461
0.73792326,0.5004461
0.4621409,0.5443052
0.45813328,0.36163202
0.56340104,0.36234128
0.6657439,0.43886548
0.40746224,0.36266133
0.36064297,0.6420278
0.56459105,0.6914733
0.38413933,0.6797717
0.54086506,0.48747998
0.44672936,0.49571633
0.38413933,0.6797717
0.8463717,0.4245913
0.5276041,0.46381876
0.609301,0.53992826
0.35193986,0.54967374
0.36387026,0.6372888
0.38622865,0.644231
0.83654296,0.4395703
0.5224266,0.59677607
0.54086506,0.48747998
0.46949834,0.4626043
0.84212583,0.5513496
0.49140772,0.55746734
0.609301,0.53992826
0.38622865,0.644231
0.5266947,0.7326137
0.390919,0.6805619
0.7731953,0.6203588
0.61985266,0.3519481
0.52287024,0.48003006
0.46949834,0.4626043
0.4621409,0.5443052
0.46949834,0.4626043
0.56340104,0.36234128
0.4585506,0.6688392
0.5089078,0.5201715
0.46949834,0.4626043
0.7051613,0.44498327
0.42554867,0.4835569
0.58396935,0.44741803
0.35193986,0.54967374
0.70558447,0.5478535
0.42554867,0.4835569
0.7051613,0.44498327
0.47020754,0.47572955
0.49140772,0.55746734
0.7051613,0.44498327
0.6657439,0.43886548
0.52287024,0.48003006
0.49140772,0.55746734
0.8063879,0.3894438
0.58396935,0.44741803
0.44201326,0.4318599
0.6657439,0.43886548
0.390919,0.6805619
0.42554867,0.4835569
0.4585506,0.6688392
0.479867,0.39727905
0.4585506,0.6688392
0.5072002,0.5598126
0.51277894,0.4419649
0.73792326,0.5004461
0.6665131,0.43611565
0.45813328,0.36163202
0.49677268,0.7226738
0.38965455,0.41546106
0.4585506,0.6688392
0.9235805,0.5036563
0.479867,0.39727905
0.52287024,0.48003006
0.46949834,0.4626043
0.5664306,0.5765854
0.45813328,0.36163202
0.5224266,0.59677607
0.58396935,0.44741803
0.58396935,0.44741803
0.42554867,0.4835569
0.44672936,0.49571633
0.51277894,0.4419649
0.5224266,0.59677607
0.73792326,0.5004461
0.61985266,0.3519481
0.4617508,0.5964406
0.70558447,0.5478535
0.49677268,0.7226738
0.5266947,0.7326137
0.8063879,0.3894438
0.7051613,0.44498327
0.42554867,0.4835569
0.36387026,0.6372888
0.9235805,0.5036563
0.50227374,0.5936213
0.5072002,0.5598126
0.7731953,0.6203588
0.4648524,0.5414322
0.61985266,0.3519481
0.38622865,0.644231
0.9235805,0.5036563
0.47020754,0.47572955
0.45950538,0.5311015
0.40746224,0.36266133
0.7731953,0.6203588
0.5098089,0.7690961
0.6834945,0.5254078
0.9235805,0.5036563
0.5664306,0.5765854
0.73792326,0.5004461
0.8672306,0.5007056
0.52287024,0.48003006
0.35193986,0.54967374
0.46949834,0.4626043
0.61985266,0.3519481
0.44201326,0.4318599
0.6004482,0.56901413
0.5072002,0.5598126
0.54086506,0.48747998
0.4585506,0.6688392
0.56459105,0.6914733
0.6665131,0.43611565
0.8463717,0.4245913
0.4015293,0.49585646
0.9235805,0.5036563
0.35193986,0.54967374
0.390919,0.6805619
0.5089078,0.5201715
0.61985266,0.3519481
0.39063528,0.77292305
0.7051613,0.44498327
0.44201326,0.4318599
0.8463717,0.4245913
0.5089078,0.5201715
0.61985266,0.3519481
0.38413933,0.6797717
0.7731953,0.6203588
0.58396935,0.44741803
0.58396935,0.44741803
0.38965455,0.41546106
0.56340104,0.36234128
0.46949834,0.4626043
0.6834945,0.5254078
0.7051613,0.44498327
0.8063879,0.3894438
0.5089078,0.5201715
0.5276041,0.46381876
0.4585506,0.6688392
0.70558447,0.5478535
0.42554867,0.4835569
0.50227374,0.5936213
0.44672936,0.49571633
0.5224266,0.59677607
0.45950538,0.5311015
0.54086506,0.48747998
0.4585506,0.6688392
0.5089078,0.5201715
0.4585506,0.6688392
0.45950538,0.5311015
0.390919,0.6805619
0.7051613,0.44498327
0.56459105,0.6914733
0.8063879,0.3894438
0.49677268,0.7226738
0.53010875,0.6186919
0.54086506,0.48747998
0.58396935,0.44741803
0.479867,0.39727905
0.4617508,0.5964406
0.5276041,0.46381876
0.8063879,0.3894438
0.39063528,0.77292305
0.4648524,0.5414322
0.44201326,0.4318599
0.36064297,0.6420278
0.73792326,0.5004461
0.4617508,0.5964406
0.4621409,0.5443052
0.70558447,0.5478535
0.38965455,0.41546106
0.6933437,0.5446654
0.45950538,0.5311015
0.8463717,0.4245913
0.4015293,0.49585646
0.36387026,0.6372888
0.39063528,0.77292305
0.84212583,0.5513496
0.49140772,0.55746734
0.36064297,0.6420278
0.44672936,0.49571633
0.6004482,0.56901413
0.49140772,0.55746734
0.45813328,0.36163202
0.4617508,0.5964406
0.44672936,0.49571633
0.40746224,0.36266133
0.75467473,0.4200373
0.6657439,0.43886548
0.5664306,0.5765854
0.7051613,0.44498327
0.9235805,0.5036563
0.5276041,0.46381876
0.40746224,0.36266133
0.46949834,0.4626043
0.83654296,0.4395703
0.36387026,0.6372888
0.8063879,0.3894438
0.49677268,0.7226738
0.8672306,0.5007056
0.4015293,0.49585646
0.52287024,0.48003006
0.4585506,0.6688392
0.5224266,0.59677607
0.4617508,0.5964406
0.75467473,0.4200373
0.8063879,0.3894438
0.75467473,0.4200373
0.45813328,0.36163202
0.7051613,0.44498327
0.49677268,0.7226738
0.8063879,0.3894438
0.52287024,0.48003006
0.75467473,0.4200373
0.609301,0.53992826
0.56340104,0.36234128
0.4585506,0.6688392
0.7051613,0.44498327
0.56340104,0.36234128
0.609301,0.53992826
0.51277894,0.4419649
0.45950538,0.5311015
0.52287024,0.48003006
0.609301,0.53992826
0.35193986,0.54967374
0.38965455,0.41546106
0.4585506,0.6688392
0.75467473,0.4200373
0.7051613,0.44498327
0.6933437,0.5446654
0.61985266,0.3519481
0.56340104,0.36234128
0.4585506,0.6688392
0.7731953,0.6203588
0.36387026,0.6372888
0.83654296,0.4395703
0.8063879,0.3894438
0.479867,0.39727905
0.4585506,0.6688392
0.7731953,0.6203588
0.9235805,0.5036563
0.5664306,0.5765854
0.39063528,0.77292305
0.6762443,0.55261797
0.5266947,0.7326137
0.9235805,0.5036563
0.45950538,0.5311015
0.53010875,0.6186919
0.6004482,0.56901413
0.5098089,0.7690961
0.73792326,0.5004461
0.609301,0.53992826
0.56459105,0.6914733
0.7731953,0.6203588
0.36387026,0.6372888
0.7051613,0.44498327
0.609301,0.53992826
0.39063528,0.77292305
0.6834945,0.5254078
0.36064297,0.6420278
0.73792326,0.5004461
0.4648524,0.5414322
0.39063528,0.77292305
