c_teacher,e_teacher
0.46446985,0.3700101
0.4659464,0.5485981
0.46089992,0.39228567
0.46089992,0.39228567
0.4659464,0.5485981
0.46089992,0.39228567
0.4293495,0.5693254
0.5076729,0.39840877
0.5656018,0.43257383
0.46446985,0.3700101
0.46089992,0.39228567
0.4659464,0.5485981
0.46089992,0.39228567
0.5076729,0.39840877
0.46446985,0.3700101
0.5656018,0.43257383
0.35518187,0.44798017
0.5267252,0.53763485
0.5076729,0.39840877
0.4659464,0.5485981
0.46446985,0.3700101
0.4293495,0.5693254
0.46089992,0.39228567
0.5656018,0.43257383
0.4659464,0.5485981
0.46089992,0.39228567
0.35518187,0.44798017
0.46089992,0.39228567
0.4293495,0.5693254
0.4293495,0.5693254
0.5656018,0.43257383
0.35518187,0.44798017
0.5267252,0.53763485
0.5076729,0.39840877
0.46446985,0.3700101
0.46089992,0.39228567
0.46089992,0.39228567
0.5076729,0.39840877
0.46446985,0.3700101
0.5656018,0.43257383
0.4659464,0.5485981
0.46089992,0.39228567
0.46089992,0.39228567
0.35518187,0.44798017
0.5267252,0.53763485
0.35518187,0.44798017
0.5076729,0.39840877
0.46446985,0.3700101
0.46089992,0.39228567
0.5656018,0.43257383
0.4659464,0.5485981
0.46089992,0.39228567
0.4293495,0.5693254
0.5656018,0.43257383
0.4659464,0.5485981
0.46089992,0.39228567
0.5076729,0.39840877
0.5656018,0.43257383
0.46446985,0.3700101
0.5656018,0.43257383
0.4659464,0.5485981
0.46089992,0.39228567
0.5076729,0.39840877
0.5267252,0.53763485
0.46446985,0.3700101
0.5656018,0.43257383
0.4659464,0.5485981
0.4293495,0.5693254
0.5656018,0.43257383
0.4659464,0.5485981
0.46089992,0.39228567
0.46446985,0.3700101
0.5267252,0.53763485
0.4293495,0.5693254
0.5076729,0.39840877
0.46446985,0.3700101
0.5656018,0.43257383
0.5656018,0.43257383
0.46446985,0.3700101
0.4659464,0.5485981
0.4659464,0.5485981
0.4659464,0.5485981
0.46089992,0.39228567
0.46089992,0.39228567
0.46089992,0.39228567
0.46089992,0.39228567
0.5076729,0.39840877
0.5656018,0.43257383
0.46446985,0.3700101
0.46089992,0.39228567
0.35518187,0.44798017
0.5267252,0.53763485
0.5267252,0.53763485
0.4293495,0.5693254
0.5076729,0.39840877
0.46446985,0.3700101
0.4293495,0.5693254
0.46089992,0.39228567
0.5656018,0.43257383
0.5076729,0.39840877
0.5656018,0.43257383
0.5656018,0.43257383
0.4659464,0.5485981
0.4659464,0.5485981
0.46089992,0.39228567
0.35518187,0.44798017
0.5267252,0.53763485
0.4293495,0.5693254
0.4293495,0.5693254
0.5656018,0.43257383
0.4659464,0.5485981
0.46089992,0.39228567
0.4659464,0.5485981
0.46089992,0.39228567
0.35518187,0.44798017
0.4293495,0.5693254
0.5656018,0.43257383
